id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0000432,2000432,"   432 Pythia (1897 DO)",432,Pythia,,N,N,8.9,46.90,0.2338,0.8,"JPL 78",2459000.5,59000,20200531.0000000,J2000,.1465454924872479,2.369575812092324,2.022325157723384,12.12113843512864,88.74934539101766,174.0768192520317,22.70289008689991,2.716826466461264,.2702079744041276,2458916.479940499665,20200307.9799405,1332.307089729254,3.64765801431692,1.00692,391.8630564,4.3381E-8,6.2677E-9,1.036E-7,4.881E-6,2.0255E-5,2.5255E-5,1.7161E-5,7.1863E-9,1.0721E-9,6.3363E-5,5.2861E-6,MBA,.43644
a0000433,2000433,"   433 Eros (1898 DQ)",433,Eros,,Y,N,10.4,16.84,0.25,0.06,656,2459000.5,59000,20200531.0000000,J2000,.2229512543292728,1.458045728845658,1.132972604730079,10.83054270817127,304.2993267065293,178.8822944710369,271.0717323302651,1.783118852961236,.5598186419475724,2459159.351922759055,20201105.8519228,643.0654019444289,1.76061711689098,.148623,57.83961291,1.2856E-10,9.6454E-11,2.6168E-10,4.0878E-8,2.1639E-7,2.4392E-7,3.7849E-7,1.1796E-10,5.5551E-11,6.9186E-7,6.3811E-8,AMO,.27423
a0000434,2000434,"   434 Hungaria (1898 DR)",434,Hungaria,,N,N,11.2,8.934,0.726,0.748,"JPL 69",2459000.5,59000,20200531.0000000,J2000,.07383877344468488,1.944392258384883,1.800820718930402,22.50907337333102,175.3048879442563,123.8685129005237,10.04525962417705,2.087963797839364,.3635199492041458,2458972.866689514099,20200503.3666895,990.3170397887321,2.71134028689591,.834577,324.79233109,3.9047E-8,3.3523E-9,7.6158E-8,4.4139E-6,1.0357E-5,2.8774E-5,2.781E-5,3.5999E-9,9.4012E-10,7.6479E-5,2.5611E-6,IMB,.37931
a0000435,2000435,"   435 Ella (1898 DS)",435,Ella,,N,N,10.4,34.792,0.118,0.575,"JPL 76",2459000.5,59000,20200531.0000000,J2000,.1557347681033697,2.449505758023582,2.068032546829911,1.816443728590311,23.17473992581803,333.4139869714265,265.722127617429,2.830978969217254,.2570907059873247,2459367.210542959959,20210601.7105430,1400.283991665374,3.83376862878952,1.06394,414.0535298,3.6543E-8,5.5128E-9,9.0049E-8,3.8461E-6,9.3204E-5,9.3745E-5,1.1604E-5,6.3714E-9,8.6791E-10,4.5283E-5,4.7272E-6,MBA,.44397
a0000436,2000436,"   436 Patricia (1898 DT)",436,Patricia,,N,N,10.0,58.609,0.060,0.474,"JPL 75",2459000.5,59000,20200531.0000000,J2000,.06885814129241907,3.201955952340756,2.981475216962374,18.50358000559887,351.3143447126494,41.05808366003954,63.16025716667112,3.422436687719139,.1720208320614139,2458633.333672469844,20190529.8336725,2092.769786577214,5.7296914074667,2.00325,779.6048025,4.1112E-8,1.3021E-8,1.3559E-7,4.1689E-6,1.3204E-5,3.6636E-5,3.2594E-5,1.3918E-8,1.0493E-9,.00018923,1.2766E-5,OMB,.44038
a0000437,2000437,"   437 Rhodia (1898 DP)",437,Rhodia,,N,N,10.4,13.373,0.677,0.612,"JPL 96",2459000.5,59000,20200531.0000000,J2000,.2487532265475822,2.385717391111398,1.792262492441758,7.345224867760447,263.209462814976,61.83977176386078,9.951460663214968,2.979172289781038,.2674703088832353,2458963.294148237368,20200423.7941482,1345.943785323697,3.68499325208404,.79407,309.0282219,3.995E-8,6.5577E-9,9.6711E-8,3.7434E-6,3.3061E-5,3.3662E-5,8.229E-6,8.1889E-9,1.1028E-9,3.0691E-5,5.5494E-6,MBA,.46817
a0000438,2000438,"   438 Zeuxo (1898 DU)",438,Zeuxo,,N,N,10.0,58.871,0.061,0.226,"JPL 37",2459000.5,59000,20200531.0000000,J2000,.06865917895082375,2.553888906552295,2.378540991096797,7.367773497416623,49.10637971054614,210.6273394117208,62.25301582281557,2.729236822007792,.2414910675732589,2458742.714002164157,20190916.2140022,1490.738368162583,4.08141921468195,1.36697,531.9837149,4.1723E-8,8.2594E-9,1.0819E-7,4.5227E-6,3.0224E-5,4.2542E-5,2.9699E-5,8.8265E-9,1.1715E-9,.00012307,7.2317E-6,MBA,.434
a0000439,2000439,"   439 Ohio (1898 EB)",439,Ohio,,N,N,9.8,70.421,0.027,0.276,"JPL 77",2459000.5,59000,20200531.0000000,J2000,.06571585415464354,3.130978956424374,2.925223999962732,19.13170445477892,201.4539686767145,244.5325904770924,281.1730071026235,3.336733912886015,.1779032372396504,2459443.589142842241,20210817.0891428,2023.571946108267,5.54023804547096,1.98692,773.2496564,3.4042E-8,1.2715E-8,1.0666E-7,3.6655E-6,1.1238E-5,2.9855E-5,2.9059E-5,1.355E-8,1.0837E-9,.00016419,1.2326E-5,MBA,.4145
a0000440,2000440,"   440 Theodora (1898 EC)",440,Theodora,,N,N,11.5,13.600,0.630,0.540,"JPL 38",2459000.5,59000,20200531.0000000,J2000,.1078564641786736,2.209860453260705,1.971512718443724,1.597320169621084,292.0556944323369,179.5058369180597,284.1185666415442,2.448208188077686,.300024554028628,2459253.417410723708,20210207.9174107,1199.901791923501,3.28515206549898,.988124,384.54821708,3.1858E-8,5.2567E-9,6.9969E-8,3.4884E-6,.0001283,.00012942,1.8033E-5,5.8237E-9,1.0705E-9,6.0392E-5,4.2814E-6,MBA,.39968
a0000441,2000441,"   441 Bathilde (1898 ED)",441,Bathilde,,N,N,8.5,65.131,0.204,1.065,"JPL 46",2459000.5,59000,20200531.0000000,J2000,.08070928413867903,2.805213842765985,2.57880704166043,8.159100193305036,253.5226447306618,203.089471397733,280.1192239125961,3.031620643871541,.2097756685774824,2459381.291426522849,20210615.7914265,1716.118949548389,4.69847761683337,1.59767,621.7652339,3.9693E-8,9.9886E-9,1.1073E-7,4.2466E-6,3.0616E-5,4.062E-5,2.7602E-5,1.0795E-8,1.1204E-9,.00013213,9.166E-6,MBA,.43394
a0000442,2000442,"   442 Eichsfeldia (1899 EE)",442,Eichsfeldia,,N,N,10.0,62.171,0.044,1.181,"JPL 44",2459000.5,59000,20200531.0000000,J2000,.07074210835317722,2.345419208779147,2.17949930897807,6.069520364312787,134.8903634246171,84.56139059574666,210.6712923254886,2.511339108580224,.2743932081497901,2459544.714299914426,20211126.2142999,1311.985826571471,3.59202142798486,1.18178,459.9133226,3.7083E-8,5.4311E-9,8.6019E-8,3.4747E-6,3.7254E-5,4.4582E-5,2.4886E-5,5.8153E-9,9.5308E-10,9.0957E-5,4.5571E-6,MBA,.46384
a0000443,2000443,"   443 Photographica (1899 EF)",443,Photographica,,N,N,10.1,25.504,0.210,0.562,"JPL 100",2459000.5,59000,20200531.0000000,J2000,.04072419272103309,2.215444462702928,2.125222275441069,4.234750463124836,175.4135060663123,349.1201121712476,267.7880902469969,2.305666649964788,.2988909549765347,2459309.013550569780,20210404.5135506,1204.452640690525,3.29761161037789,1.13172,440.4314724,3.6314E-8,4.7284E-9,8.0344E-8,4.1155E-6,4.7571E-5,6.6804E-5,4.7586E-5,4.9209E-9,9.5687E-10,.00015938,3.8559E-6,MBA,.46053
a0000444,2000444,"   444 Gyptis (1899 EL)",444,Gyptis,,N,N,8.1,159.331,0.051,0.490,"JPL 108",2459000.5,59000,20200531.0000000,J2000,.1751196724339058,2.77192058268639,2.286502758233548,10.26998317423942,195.6551347015603,154.4573199267211,311.8302838930821,3.257338407139232,.2135663862059225,2459226.049146392692,20210111.5491464,1685.658527053433,4.61508152512918,1.28616,500.5348872,3.3895E-8,6.8055E-9,9.4818E-8,3.3718E-6,2.2358E-5,2.4866E-5,1.2545E-5,7.9973E-9,7.8651E-10,5.9069E-5,6.2079E-6,MBA,.48814
a0000445,2000445,"   445 Edna (1899 EX)",445,Edna,,N,N,9.2,87.812,0.044,0.433,"JPL 39",2459000.5,59000,20200531.0000000,J2000,.1969606574278449,3.198458503266145,2.568488013707164,21.30998134197209,292.013077830923,81.62147455455273,71.17140845980501,3.828428992825125,.1723030610811037,2458587.440545262255,20190413.9405453,2089.341870894253,5.72030628581589,1.67022,649.9995174,3.6519E-8,1.2951E-8,1.1745E-7,4.8369E-6,1.1649E-5,1.6973E-5,1.1419E-5,1.5501E-8,1.0465E-9,6.6138E-5,1.269E-5,MBA,.37352
a0000446,2000446,"   446 Aeternitas (1899 ER)",446,Aeternitas,,N,N,8.7,53.562,0.317,0.595,"JPL 80",2459000.5,59000,20200531.0000000,J2000,.1258679834216124,2.786568769502431,2.435828977819516,10.61721966165846,42.04096527548221,278.8276839928153,20.65710877164927,3.137308561185345,.2118846160341079,2458903.007746157824,20200223.5077462,1699.037932711685,4.65171234144198,1.45194,565.0514898,3.7173E-8,8.7296E-9,1.066E-7,3.6698E-6,2.0446E-5,2.536E-5,1.6661E-5,9.8284E-9,9.9567E-10,7.8388E-5,7.984E-6,MBA,.38699
a0000447,2000447,"   447 Valentine (1899 ES)",447,Valentine,,N,N,9.1,85.224,0.061,0.380,"JPL 56",2459000.5,59000,20200531.0000000,J2000,.04460081270750554,2.985412688815196,2.852260856626739,4.79404119118721,71.82613840697351,321.6975415955625,126.7658948524112,3.118564521003653,.1910722036409041,2458337.055017229761,20180806.5550172,1884.104506778884,5.15839700692371,1.86054,724.0663518,3.191E-8,9.2853E-9,9.2805E-8,3.756E-6,3.9263E-5,5.8977E-5,4.3578E-5,9.6994E-9,8.9141E-10,.00022855,8.79E-6,MBA,.444
a0000448,2000448,"   448 Natalie (1899 ET)",448,Natalie,,N,N,10.2,50.534,0.052,0.249,"JPL 35",2459000.5,59000,20200531.0000000,J2000,.1879457226596093,3.132435736851881,2.543707838604469,12.7265404218567,37.27681978730551,293.9156853344334,277.1485476579098,3.721163635099294,.1777791473102948,2459466.535829261132,20210909.0358293,2024.984400288848,5.54410513426105,1.56691,609.7943647,3.5942E-8,1.2798E-8,1.123E-7,4.4688E-6,1.5534E-5,1.9641E-5,1.4333E-5,1.5203E-8,1.0895E-9,8.1946E-5,1.241E-5,MBA,.43302
a0000449,2000449,"   449 Hamburga (1899 EU)",449,Hamburga,,N,N,9.9,85.59,0.0393,1.9,"JPL 35",2459000.5,59000,20200531.0000000,J2000,.172566750291872,2.552234484381283,2.111803673428754,3.084411721566081,85.92156027868204,47.45138511323424,110.5333431842356,2.992665295333813,.2417259164387041,2458543.232757775006,20190228.7327578,1489.290040984445,4.07745391097726,1.12762,438.8358754,4.3811E-8,7.1478E-9,1.1283E-7,3.5449E-6,8.6325E-5,8.6973E-5,1.0332E-5,8.3813E-9,1.0155E-9,4.2574E-5,6.2564E-6,MBA,.45307
a0000450,2000450,"   450 Brigitta (1899 EV)",450,Brigitta,,N,N,10.2,37.038,0.094,0.120,"JPL 36",2459000.5,59000,20200531.0000000,J2000,.09721668614228322,3.016917504098951,2.723622781985803,10.13236246275885,14.37245772823728,358.8196737539957,26.18223009671053,3.310212226212099,.1880870615932338,2458861.297282519446,20200112.7972825,1914.007252548575,5.24026626296667,1.72414,670.9835638,4.1002E-8,1.2082E-8,1.2401E-7,4.6741E-6,2.1395E-5,2.9343E-5,1.964E-5,1.3257E-8,1.1299E-9,.00010447,1.1498E-5,MBA,.42992
a0000451,2000451,"   451 Patientia (1899 EY)",451,Patientia,,N,N,6.7,253.900,0.085,2.780,"JPL 117",2459000.5,59000,20200531.0000000,J2000,.07447464680374327,3.061121590252097,2.833145640994759,15.23852155794609,89.24400965749844,336.5831940820129,177.4668567315271,3.289097539509435,.1840277020759093,2458036.151400687903,20171009.6514007,1956.227219810113,5.35585823356636,1.85372,721.4122124,3.2805E-8,6.307E-9,1.0063E-7,3.5768E-6,1.3984E-5,2.8203E-5,2.5087E-5,6.7767E-9,5.6875E-10,.00013518,6.0458E-6,MBA,.47334
a0000452,2000452,"   452 Hamiltonia (1899 FD)",452,Hamiltonia,,N,N,11.8,11.563,0.252,0.816,"JPL 39",2459000.5,59000,20200531.0000000,J2000,.01440526955287053,2.847423971323606,2.806406061485384,3.224703097950822,92.47459000532723,62.64488028319904,303.8151054616036,2.888441881161827,.2051284359200964,2459274.401052705740,20210228.9010527,1754.998025433346,4.80492272534797,1.81624,706.8261208,3.2508E-8,1.0919E-8,9.5641E-8,3.5778E-6,6.1636E-5,.0001463,.00013269,1.1076E-8,1.1799E-9,.00064713,1.0095E-5,MBA,.42478
a0000453,2000453,"   453 Tea (1900 FA)",453,Tea,,N,N,10.5,23.985,0.137,0.146,"JPL 73",2459000.5,59000,20200531.0000000,J2000,.1090832356478364,2.183506254314639,1.94532232703671,5.549793428961627,11.70409950664232,220.7296501060821,26.15201243398482,2.421690181592567,.3054727070370732,2458914.888382884855,20200306.3883829,1178.501357754064,3.22656086996321,.938906,365.39404802,3.3341E-8,5.339E-9,7.3245E-8,4.2331E-6,4.1979E-5,4.8012E-5,2.4557E-5,5.9214E-9,1.1204E-9,8.0363E-5,4.3224E-6,MBA,.42777
a0000454,2000454,"   454 Mathesis (1900 FC)",454,Mathesis,,N,N,9.3,81.743,0.055,1.432,"JPL 102",2459000.5,59000,20200531.0000000,J2000,.1100611580002158,2.629609665904549,2.340191780986534,6.288947601851476,32.26283217074496,177.8795598322572,61.3895164144877,2.919027550822564,.2311357602588502,2458734.900612238724,20190908.4006122,1557.526189789213,4.26427430469326,1.33471,519.4290907,4.1317E-8,5.1063E-9,1.0854E-7,4.5944E-6,3.5882E-5,4.0371E-5,1.8623E-5,5.6683E-9,6.7325E-10,8.0491E-5,4.5367E-6,MBA,.46083
a0000455,2000455,"   455 Bruchsalia (1900 FG)",455,Bruchsalia,,N,N,8.9,88.792,0.034,0.932,"JPL 87",2459000.5,59000,20200531.0000000,J2000,.294574171581051,2.655856307002679,1.873509635529055,12.01490674003392,76.108394710938,273.4618661452961,178.526044141034,3.438202978476303,.2277179222925313,2458216.521109169898,20180408.0211092,1580.903234913308,4.32827716608709,.913761,355.60836837,2.8106E-8,6.3387E-9,7.3572E-8,3.8962E-6,1.3297E-5,1.5019E-5,9.2644E-6,8.2059E-9,8.1523E-10,3.907E-5,5.6596E-6,MBA,.46274
a0000456,2000456,"   456 Abnoba (1900 FH)",456,Abnoba,,N,N,9.2,37.713,0.286,0.222,"JPL 39",2459000.5,59000,20200531.0000000,J2000,.1787458219617743,2.788380844169376,2.289969418235855,14.43747940250035,229.1970949664757,6.918789484314917,297.6538609782191,3.286792270102898,.2116781045958037,2459295.032772488822,20210321.5327725,1700.6955003089,4.65625051419274,1.27941,497.9079897,2.8878E-8,1.0226E-8,8.4287E-8,8.3002E-7,4.3826E-6,6.4855E-6,3.7742E-6,1.2054E-8,1.1645E-9,1.8611E-5,9.3559E-6,MBA,.26743
a0000457,2000457,"   457 Alleghenia (1900 FJ)",457,Alleghenia,,N,N,11.1,18.739,0.208,0.195,"JPL 37",2459000.5,59000,20200531.0000000,J2000,.1707692266162014,3.094565668621237,2.56610908267774,12.97431554025408,249.4394146999946,130.63969073,355.0120812061313,3.623022254564734,.1810524971687346,2459028.049571930069,20200627.5495719,1988.373569155981,5.44387014142637,1.59203,619.5703151,4.0515E-8,1.2014E-8,1.2735E-7,4.0682E-6,1.9404E-5,2.2897E-5,1.3185E-5,1.4065E-8,1.0543E-9,7.2878E-5,1.1579E-5,MBA,.41374
a0000458,2000458,"   458 Hercynia (1900 FK)",458,Hercynia,,N,N,9.6,36.698,0.191,0.408,"JPL 82",2459000.5,59000,20200531.0000000,J2000,.2419427053034912,2.993537310586944,2.269272795236601,12.65409846947091,134.1375634350912,277.176663171582,8.388083520894799,3.717801825937287,.1902948612710057,2458956.420598880760,20200416.9205989,1891.800953507153,5.17946872965682,1.32155,514.3076135,3.2856E-8,9.1289E-9,1.0053E-7,3.5687E-6,1.7503E-5,1.9046E-5,8.5122E-6,1.1338E-8,8.7046E-10,4.4622E-5,8.6536E-6,MBA,.42685
a0000459,2000459,"   459 Signe (1900 FM)",459,Signe,,N,N,10.3,25.784,0.221,0.174,"JPL 35",2459000.5,59000,20200531.0000000,J2000,.2107011451644579,2.62051215072904,2.068367239653055,10.29844219499286,29.47475312448403,19.56481761907256,55.12691792336972,3.172657061805025,.2323404398747303,2458763.232144463993,20191006.7321445,1549.450453800033,4.24216414455861,1.08093,420.6655281,4.0961E-8,7.1451E-9,1.0776E-7,4.4932E-6,2.3361E-5,2.5253E-5,9.4109E-6,8.6505E-9,9.5025E-10,4.0258E-5,6.3371E-6,MBA,.40283
a0000460,2000460,"   460 Scania (1900 FN)",460,Scania,,N,N,10.8,19.689,0.262,0.146,"JPL 32",2459000.5,59000,20200531.0000000,J2000,.1058556208396372,2.718173108932182,2.430439206936559,4.634554492613213,205.1993514282378,161.6580240294855,266.5748330043881,3.005907010927805,.2199319913005435,2459425.291165865196,20210729.7911659,1636.869642616246,4.48150483946953,1.42971,556.4002407,4.2579E-8,9.0852E-9,1.1711E-7,4.8321E-6,4.8585E-5,5.2294E-5,2.1175E-5,1.0047E-8,1.1027E-9,9.7193E-5,8.2066E-6,MBA,.44053
a0000461,2000461,"   461 Saskia (1900 FP)",461,Saskia,,N,N,10.5,43.603,0.057,0.256,"JPL 34",2459000.5,59000,20200531.0000000,J2000,.1435367635115178,3.122679279801344,2.674460002494182,1.468649234193276,156.5358033583953,307.7303380719702,212.0183526051167,3.570898557108506,.1786129739201915,2459829.004470571130,20220906.5044706,2015.531078726993,5.51822335038191,1.69164,658.3355388,3.4361E-8,1.5138E-8,1.0695E-7,4.4356E-6,.00016485,.00016568,1.6292E-5,1.7311E-8,1.2988E-9,9.1479E-5,1.4656E-5,MBA,.47888
a0000462,2000462,"   462 Eriphyla (1900 FQ)",462,Eriphyla,,N,N,9.4,34.274,0.259,0.221,"JPL 35",2459000.5,59000,20200531.0000000,J2000,.08829445291153143,2.871683448437978,2.618129729423047,3.192706043163039,105.2764277507963,251.0849150553918,224.5119998996,3.12523716745291,.2025345998847589,2459669.462242389656,20220330.9622424,1777.474072108361,4.86645878742878,1.61569,628.7780773,4.471E-8,1.0751E-8,1.2887E-7,3.8737E-6,8.6578E-5,8.9563E-5,2.4577E-5,1.17E-8,1.1373E-9,.00012234,9.9813E-6,MBA,.45591
a0000463,2000463,"   463 Lola (1900 FS)",463,Lola,,N,N,11.7,20.908,0.082,0.156,"JPL 75",2459000.5,59000,20200531.0000000,J2000,.2192896135773436,2.398909472572869,1.872853541325336,13.53704395476462,36.50920978884084,329.6076247571881,86.24439870226317,2.924965403820403,.2652670360707178,2458675.377059812018,20190710.8770598,1357.123015857979,3.71560031720186,.88539,344.5672263,4.2668E-8,7.0084E-9,1.0069E-7,4.5145E-6,1.4741E-5,1.6664E-5,8.7509E-6,8.5453E-9,1.1625E-9,3.2512E-5,5.9473E-6,MBA,.40498
a0000464,2000464,"   464 Megaira (1901 FV)",464,Megaira,,N,N,9.7,77.056,0.045,0.450,"JPL 80",2459000.5,59000,20200531.0000000,J2000,.2055896243284616,2.800610257299889,2.224833846611169,10.16995839013901,102.3665943216396,258.1893602213157,253.4250778447555,3.376386667988609,.2102931184612606,2459507.292247578359,20211019.7922476,1711.896245745758,4.68691648390351,1.24808,485.7152936,3.1914E-8,1.0512E-8,9.1152E-8,3.8379E-6,2.1536E-5,2.3866E-5,1.262E-5,1.2674E-8,1.184E-9,6.1481E-5,9.6387E-6,MBA,.40329
a0000465,2000465,"   465 Alekto (1901 FW)",465,Alekto,,N,N,9.8,73.34,0.0433,2.8,"JPL 48",2459000.5,59000,20200531.0000000,J2000,.2059007909774905,3.094884538258137,2.457645363846781,4.648732831053224,300.5730271479077,284.0599532091181,261.5118387373078,3.732123712669492,.1810245168081235,2459544.559793663664,20211126.0597937,1988.680905479677,5.44471158242211,1.45381,565.7792377,3.1769E-8,1.1177E-8,9.8365E-8,3.4741E-6,4.4745E-5,4.5478E-5,1.0198E-5,1.3478E-8,9.8062E-10,5.7954E-5,1.0773E-5,MBA,.40138
a0000466,2000466,"   466 Tisiphone (1901 FX)",466,Tisiphone,,N,N,8.5,95.495,0.092,0.349,"JPL 94",2459000.5,59000,20200531.0000000,J2000,.09222751837579014,3.354691184989569,3.045296342080843,19.11641292920036,290.84985420227,250.6076702525945,62.74341936142083,3.664086027898296,.1604077151019749,2458609.350364076732,20190505.8503641,2244.281079442716,6.14450671989792,2.11577,823.3942109,3.912E-8,1.5E-8,1.3563E-7,4.4553E-6,1.2436E-5,2.5971E-5,2.3593E-5,1.6383E-8,1.0759E-9,.0001466,1.5052E-5,OMB,.46435
a0000467,2000467,"   467 Laura (1901 FY)",467,Laura,,N,N,10.8,39.471,0.037,0.133,"JPL 33",2459000.5,59000,20200531.0000000,J2000,.1062926200055749,2.945713430872942,2.632605832519846,6.448380853271288,322.112908972062,93.5705217659844,275.9908006337524,3.258821029226038,.1949477968747701,2459431.431771033110,20210804.9317710,1846.64820927038,5.05584725330699,1.65425,643.7844725,3.3651E-8,1.371E-8,9.7932E-8,4.6457E-6,3.4669E-5,4.2426E-5,2.4204E-5,1.5167E-8,1.361E-9,.00012502,1.2892E-5,MBA,.37612
a0000468,2000468,"   468 Lina (1901 FZ)",468,Lina,,N,N,9.7,60.238,0.057,0.518,"JPL 38",2459000.5,59000,20200531.0000000,J2000,.1974081763603414,3.13328232613136,2.514746776107679,.4369167598457128,21.4223026082542,332.8122300472934,277.9945564842129,3.75181787615504,.1777071002980658,2459461.964079815834,20210904.4640798,2025.80538085522,5.54635285655091,1.5099,587.607783,3.0138E-8,1.0476E-8,9.4846E-8,3.4876E-6,.00042272,.0004228,1.0324E-5,1.2545E-8,8.9127E-10,5.951E-5,1.016E-5,MBA,.45907
a0000469,2000469,"   469 Argentina (1901 GE)",469,Argentina,,N,N,8.7,133.718,0.035,0.746,"JPL 39",2459000.5,59000,20200531.0000000,J2000,.1586349826153203,3.179350874268982,2.674994603601319,11.59504880391448,333.4421852899315,209.95375183716,36.01739265938567,3.683707144936646,.1738586827008878,2458793.335237792804,20191105.8352378,2070.647231460714,5.66912315252762,1.6857,656.023869,4.0143E-8,1.4196E-8,1.2734E-7,4.4106E-6,2.1337E-5,2.5474E-5,1.4964E-5,1.6448E-8,1.1645E-9,8.5867E-5,1.3869E-5,MBA,.41065
a0000470,2000470,"   470 Kilia (1901 GJ)",470,Kilia,,N,N,10.0,27.750,0.148,0.106,"JPL 75",2459000.5,59000,20200531.0000000,J2000,.09386886727249984,2.404641101109305,2.178920164751277,7.227152326077682,173.2251825866427,47.39630657535967,328.9467595262727,2.630362037467332,.2643191779365706,2459117.983872022253,20200925.4838720,1361.989708088416,3.72892459435569,1.17923,458.9209391,3.4432E-8,6.3235E-9,8.4336E-8,3.7789E-6,2.7835E-5,3.3963E-5,2.0694E-5,6.917E-9,1.0426E-9,7.8403E-5,5.3724E-6,MBA,.42192
a0000471,2000471,"   471 Papagena (1901 GN)",471,Papagena,,N,N,6.6,148.128,0.164,3.880,"JPL 103",2459000.5,59000,20200531.0000000,J2000,.2283734961513661,2.88911467747558,2.229317457798255,15.01635158976335,83.80697739426377,315.5463170279012,325.7627008728306,3.548911897152905,.2007044043618881,2459171.085689118394,20201117.5856891,1793.682610725809,4.91083534764082,1.2645,492.105465,2.6973E-8,6.0743E-9,7.7978E-8,3.524E-6,1.397E-5,1.6669E-5,1.1385E-5,7.4615E-9,6.3296E-10,5.7012E-5,5.6567E-6,MBA,.48158
a0000472,2000472,"   472 Roma (1901 GP)",472,Roma,,N,N,8.9,50.278,0.189,0.847,"JPL 44",2459000.5,59000,20200531.0000000,J2000,.09460389851763126,2.543646731628044,2.3030078343644,15.80972653035411,127.0633991165899,296.6098699921567,353.1066486102348,2.784285628891688,.2429511063524047,2459028.873410161657,20200628.3734102,1481.779628028588,4.05689152095438,1.36091,529.6253447,3.6228E-8,7.0385E-9,9.22E-8,4.2214E-6,1.506E-5,2.7923E-5,2.4572E-5,7.7044E-9,1.0084E-9,.00010116,6.1503E-6,MBA,.42102
a0000473,2000473,"   473 Nolli (1901 GC)",473,Nolli,,N,N,11.7,12.394,0.138,0.138,"JPL 34",2459000.5,59000,20200531.0000000,J2000,.1064371269583499,2.66362481535225,2.380116242711192,12.930271767959,332.0811450281872,153.391067356294,185.8672387792292,2.947133387993309,.2267224340622867,2459768.543806255767,20220708.0438063,1587.84463253027,4.34728167701648,1.40096,545.2116032,4.5545E-8,1.1937E-8,1.2121E-7,5.0543E-6,1.8892E-5,2.9403E-5,2.0985E-5,1.3207E-8,1.5241E-9,9.2498E-5,1.0674E-5,MBA,.3728
a0000474,2000474,"   474 Prudentia (1901 GD)",474,Prudentia,,N,N,10.9,40.972,0.062,0.944,"JPL 42",2459000.5,59000,20200531.0000000,J2000,.2104225386229062,2.453013127284837,1.936843877766247,8.796378642008021,161.7977726646628,156.1199855186543,215.7044252852921,2.969182376803426,.256539512662475,2459562.969201009808,20211214.4692010,1403.292601064719,3.8420057524017,.927731,361.04507327,3.1414E-8,6.5903E-9,7.5786E-8,3.5204E-6,2.0462E-5,2.2173E-5,1.1173E-5,7.9771E-9,1.0338E-9,4.5115E-5,5.6552E-6,MBA,.41901
a0000475,2000475,"   475 Ocllo (1901 HN)",475,Ocllo,,N,N,11.5,17.830,0.057,6.732,"JPL 32",2459000.5,59000,20200531.0000000,J2000,.3788628968969195,2.59486021125773,1.611763954578074,18.94334305847265,34.42167714151402,305.8922209964321,143.697948189586,3.577956467937387,.235794202994107,2458391.078960954450,20180929.5789610,1526.755091638097,4.18002762939931,.676468,263.26105156,3.8814E-8,1.0202E-8,9.9828E-8,4.1277E-6,1.1959E-5,1.2534E-5,5.8651E-6,1.4067E-8,1.3905E-9,2.3657E-5,9.0036E-6,MCA,.33518
a0000476,2000476,"   476 Hedwig (1901 GQ)",476,Hedwig,,N,N,8.6,138.493,0.035,0.975,"JPL 104",2459000.5,59000,20200531.0000000,J2000,.07265950964770489,2.650244595507465,2.457679122751413,10.92696932412177,286.3417342390355,1.092174245388292,236.2661635072112,2.842810068263518,.228441570690231,2459542.143257481245,20211123.6432575,1575.895310613862,4.31456621660195,1.44129,560.9068293,4.0103E-8,8.1598E-9,1.0576E-7,4.3982E-6,1.6993E-5,2.9461E-5,2.5857E-5,8.7527E-9,1.055E-9,.00011448,7.278E-6,MBA,.44802
a0000477,2000477,"   477 Italia (1901 GR)",477,Italia,,N,N,10.3,22.988,0.246,0.119,"JPL 36",2459000.5,59000,20200531.0000000,J2000,.188076193189316,2.414998592727154,1.960794850849476,5.288435278408259,10.65623139662941,322.6760833693917,231.4490060655897,2.869202334604833,.2626205768157271,2459489.993228189087,20211002.4932282,1370.798908314793,3.75304287012948,.954083,371.30048111,3.6241E-8,6.531E-9,8.7342E-8,4.0049E-6,3.8336E-5,3.9686E-5,1.3253E-5,7.7593E-9,1.0653E-9,5.1539E-5,5.5607E-6,MBA,.41961
a0000478,2000478,"   478 Tergeste (1901 GU)",478,Tergeste,,N,N,8.0,80.738,0.174,1.032,"JPL 36",2459000.5,59000,20200531.0000000,J2000,.08225277380405392,3.018970418262573,2.770651727328092,13.17623785481676,233.8966449328337,240.139449177267,139.3314646154766,3.267289109197055,.1878952440744276,2458258.961994065769,20180520.4619941,1915.961214310457,5.24561591871446,1.81405,705.9738385,4.1552E-8,1.1395E-8,1.2434E-7,4.3637E-6,2.0946E-5,3.5295E-5,2.756E-5,1.2332E-8,1.0638E-9,.0001467,1.0848E-5,MBA,.46707
